rattlesnake|crovir-protein-6564	human|NP_000952.1
rattlesnake|crovir-protein-14534	human|XP_011537270.1
rattlesnake|crovir-protein-7561	human|NP_001269468.1
rattlesnake|crovir-protein-15529	human|NP_057132.2
rattlesnake|crovir-protein-15528	human|NP_001268232.1
rattlesnake|crovir-protein-12513	human|NP_001269785.1
rattlesnake|crovir-protein-17032	human|NP_653213.6
rattlesnake|crovir-protein-17031	human|NP_001161403.1
rattlesnake|crovir-protein-14619	human|NP_001306779.1
rattlesnake|crovir-protein-12517	human|NP_001281267.1
rattlesnake|crovir-protein-17036	human|XP_024308334.1
rattlesnake|crovir-protein-12515	human|NP_005468.1
rattlesnake|crovir-protein-12514	human|XP_016856248.1
rattlesnake|crovir-protein-7567	human|NP_665803.2
rattlesnake|crovir-protein-17039	human|NP_009213.1
rattlesnake|crovir-protein-17038	human|XP_016870167.1
rattlesnake|crovir-protein-14539	human|NP_078932.2
rattlesnake|crovir-protein-7294	human|NP_055506.1
rattlesnake|crovir-protein-6007	human|NP_149056.1
rattlesnake|crovir-protein-14538	human|XP_011536437.1
rattlesnake|crovir-protein-7297	human|XP_016878196.1
rattlesnake|crovir-protein-8634	human|NP_612467.1
rattlesnake|crovir-protein-14960	human|NP_006003.1
rattlesnake|crovir-protein-8089	human|XP_011509096.1
rattlesnake|crovir-protein-8088	human|XP_016859449.1
rattlesnake|crovir-protein-3068	human|NP_001091046.1
rattlesnake|crovir-protein-3069	human|NP_001152824.1
rattlesnake|crovir-protein-8085	human|NP_001243276.1
rattlesnake|crovir-protein-3067	human|NP_001094284.1
rattlesnake|crovir-protein-8087	human|NP_001243276.1
rattlesnake|crovir-protein-3065	human|NP_001091046.1
rattlesnake|crovir-protein-3062	human|NP_002924.1
rattlesnake|crovir-protein-14610	human|NP_597996.2
rattlesnake|crovir-protein-3060	human|NP_001152824.1
rattlesnake|crovir-protein-8082	human|NP_001135782.1
rattlesnake|crovir-protein-17010	human|NP_006763.2
rattlesnake|crovir-protein-8904	human|NP_001317925.1
rattlesnake|crovir-protein-7568	human|NP_001743.1
rattlesnake|crovir-protein-8905	human|XP_011533739.1
rattlesnake|crovir-protein-15295	human|NP_000026.2
rattlesnake|crovir-protein-15294	human|NP_004631.1
rattlesnake|crovir-protein-15297	human|NP_060223.2
rattlesnake|crovir-protein-15291	human|NP_597702.2
rattlesnake|crovir-protein-15290	human|NP_597702.2
rattlesnake|crovir-protein-15293	human|NP_061924.1
rattlesnake|crovir-protein-14965	human|NP_004149.1
rattlesnake|crovir-protein-2260	human|NP_001180449.1
rattlesnake|crovir-protein-14966	human|XP_005259948.1
rattlesnake|crovir-protein-9289	human|NP_064518.1
rattlesnake|crovir-protein-14615	human|NP_004975.2
rattlesnake|crovir-protein-17013	human|XP_024307774.1
rattlesnake|crovir-protein-8901	human|NP_660310.2
rattlesnake|crovir-protein-14216	human|NP_258411.2
rattlesnake|crovir-protein-14217	human|XP_016880736.1
rattlesnake|crovir-protein-14214	human|NP_000145.1
rattlesnake|crovir-protein-14215	human|XP_006721823.1
rattlesnake|crovir-protein-14212	human|NP_004026.2
rattlesnake|crovir-protein-14213	human|XP_011522806.1
rattlesnake|crovir-protein-14210	human|NP_001306122.1
rattlesnake|crovir-protein-14211	human|NP_258411.2
rattlesnake|crovir-protein-8858	human|XP_006715308.2
rattlesnake|crovir-protein-14218	human|XP_016859384.1
rattlesnake|crovir-protein-14219	human|NP_775748.2
rattlesnake|crovir-protein-8885	human|NP_001278938.1
rattlesnake|crovir-protein-3399	human|XP_005264105.1
rattlesnake|crovir-protein-8887	human|NP_077719.2
rattlesnake|crovir-protein-8886	human|NP_001077395.1
rattlesnake|crovir-protein-8881	human|NP_001278938.1
rattlesnake|crovir-protein-8322	human|XP_005246910.1
rattlesnake|crovir-protein-8883	human|XP_011533950.1
rattlesnake|crovir-protein-8882	human|NP_003454.1
rattlesnake|crovir-protein-3390	human|NP_653233.4
rattlesnake|crovir-protein-3391	human|NP_003039.2
rattlesnake|crovir-protein-3392	human|NP_003844.1
rattlesnake|crovir-protein-3393	human|XP_011510393.1
rattlesnake|crovir-protein-3394	human|NP_003846.1
rattlesnake|crovir-protein-3396	human|NP_003844.1
rattlesnake|crovir-protein-3397	human|XP_011510103.1
rattlesnake|crovir-protein-17305	human|NP_004572.3
rattlesnake|crovir-protein-3769	human|NP_001315538.1
rattlesnake|crovir-protein-16379	human|NP_116179.2
rattlesnake|crovir-protein-3768	human|XP_006715963.1
rattlesnake|crovir-protein-6340	human|NP_061174.1
rattlesnake|crovir-protein-9139	human|NP_002607.2
rattlesnake|crovir-protein-12736	human|NP_060017.1
rattlesnake|crovir-protein-12735	human|NP_001337165.1
rattlesnake|crovir-protein-2629	human|NP_037455.2
rattlesnake|crovir-protein-6343	human|NP_001159968.1
rattlesnake|crovir-protein-17304	human|NP_036304.2
rattlesnake|crovir-protein-2623	human|NP_055541.1
rattlesnake|crovir-protein-2622	human|XP_016880861.1
rattlesnake|crovir-protein-2621	human|NP_037483.1
rattlesnake|crovir-protein-2620	human|NP_055541.1
rattlesnake|crovir-protein-2627	human|NP_003195.1
rattlesnake|crovir-protein-2626	human|NP_002135.2
rattlesnake|crovir-protein-2625	human|NP_003717.3
rattlesnake|crovir-protein-2624	human|NP_002256.2
rattlesnake|crovir-protein-9132	human|NP_001091868.1
rattlesnake|crovir-protein-4346	human|XP_011530238.1
rattlesnake|crovir-protein-6346	human|NP_001123551.1
rattlesnake|crovir-protein-9133	human|NP_001091868.1
rattlesnake|crovir-protein-6347	human|NP_005158.5
rattlesnake|crovir-protein-7696	human|NP_001302430.1
rattlesnake|crovir-protein-9130	human|NP_057147.2
rattlesnake|crovir-protein-11803	human|NP_001317621.1
rattlesnake|crovir-protein-16370	human|NP_958843.2
rattlesnake|crovir-protein-16508	human|NP_848555.2
rattlesnake|crovir-protein-16509	human|NP_005515.1
rattlesnake|crovir-protein-3934	human|XP_016876202.1
rattlesnake|crovir-protein-9136	human|NP_036469.2
rattlesnake|crovir-protein-3936	human|XP_011533321.1
rattlesnake|crovir-protein-16507	human|NP_001449.3
rattlesnake|crovir-protein-16500	human|XP_005245272.1
rattlesnake|crovir-protein-16501	human|NP_058642.1
rattlesnake|crovir-protein-3932	human|NP_001335880.1
rattlesnake|crovir-protein-16376	human|NP_066273.1
rattlesnake|crovir-protein-5398	human|XP_016865096.1
rattlesnake|crovir-protein-5399	human|NP_000808.2
rattlesnake|crovir-protein-16375	human|NP_061164.3
rattlesnake|crovir-protein-17017	human|NP_653165.2
rattlesnake|crovir-protein-5392	human|XP_011524546.1
rattlesnake|crovir-protein-5393	human|NP_060212.4
rattlesnake|crovir-protein-5390	human|XP_011524191.1
rattlesnake|crovir-protein-5391	human|XP_011524191.1
rattlesnake|crovir-protein-5396	human|XP_024302561.1
rattlesnake|crovir-protein-5397	human|NP_037367.3
rattlesnake|crovir-protein-5394	human|NP_001333158.1
rattlesnake|crovir-protein-5395	human|NP_114097.2
rattlesnake|crovir-protein-5587	human|NP_005810.1
rattlesnake|crovir-protein-4073	human|NP_036256.2
rattlesnake|crovir-protein-13848	human|NP_778232.2
rattlesnake|crovir-protein-13846	human|NP_001290170.1
rattlesnake|crovir-protein-13847	human|NP_036555.1
rattlesnake|crovir-protein-13844	human|NP_005101.1
rattlesnake|crovir-protein-13845	human|NP_002743.3
rattlesnake|crovir-protein-13842	human|NP_055059.2
rattlesnake|crovir-protein-13840	human|NP_003891.1
rattlesnake|crovir-protein-13841	human|NP_631894.2
rattlesnake|crovir-protein-10825	human|XP_016861165.1
rattlesnake|crovir-protein-10824	human|NP_005058.3
rattlesnake|crovir-protein-10827	human|XP_011511010.1
rattlesnake|crovir-protein-10826	human|XP_016861165.1
rattlesnake|crovir-protein-10821	human|NP_114414.2
rattlesnake|crovir-protein-10820	human|NP_848566.1
rattlesnake|crovir-protein-10823	human|NP_055260.1
rattlesnake|crovir-protein-10822	human|NP_005058.3
rattlesnake|crovir-protein-5889	human|XP_005271379.1
rattlesnake|crovir-protein-10828	human|NP_001182723.1
rattlesnake|crovir-protein-5576	human|NP_001005214.2
rattlesnake|crovir-protein-5577	human|NP_001005214.2
rattlesnake|crovir-protein-1633	human|NP_054872.2
rattlesnake|crovir-protein-1632	human|XP_016878661.1
rattlesnake|crovir-protein-5572	human|NP_055512.1
rattlesnake|crovir-protein-1634	human|NP_001035203.1
rattlesnake|crovir-protein-1637	human|NP_001072980.1
rattlesnake|crovir-protein-1636	human|XP_016878661.1
rattlesnake|crovir-protein-1639	human|NP_001035203.1
rattlesnake|crovir-protein-1638	human|NP_001415.1
rattlesnake|crovir-protein-10913	human|NP_001157908.1
rattlesnake|crovir-protein-5578	human|NP_004519.1
rattlesnake|crovir-protein-5579	human|NP_000912.3
rattlesnake|crovir-protein-13594	human|NP_003932.3
rattlesnake|crovir-protein-13595	human|NP_073592.1
rattlesnake|crovir-protein-13596	human|NP_001384.1
rattlesnake|crovir-protein-10912	human|NP_055843.1
rattlesnake|crovir-protein-13590	human|NP_001304063.1
rattlesnake|crovir-protein-13591	human|NP_001341605.1
rattlesnake|crovir-protein-13592	human|NP_001012267.1
rattlesnake|crovir-protein-13593	human|NP_569055.1
rattlesnake|crovir-protein-1253	human|NP_005610.1
rattlesnake|crovir-protein-10549	human|NP_001305028.1
rattlesnake|crovir-protein-13598	human|NP_001722.1
rattlesnake|crovir-protein-13599	human|NP_060150.4
rattlesnake|crovir-protein-1252	human|XP_016881873.1
rattlesnake|crovir-protein-389	human|XP_016885689.1
rattlesnake|crovir-protein-388	human|XP_016879418.1
rattlesnake|crovir-protein-10917	human|NP_001139748.1
rattlesnake|crovir-protein-383	human|XP_011544168.1
rattlesnake|crovir-protein-382	human|XP_024306135.1
rattlesnake|crovir-protein-381	human|NP_001073923.1
rattlesnake|crovir-protein-10916	human|NP_001336023.1
rattlesnake|crovir-protein-387	human|XP_016879418.1
rattlesnake|crovir-protein-386	human|NP_071449.1
rattlesnake|crovir-protein-385	human|XP_005255239.1
rattlesnake|crovir-protein-384	human|NP_001243649.1
rattlesnake|crovir-protein-4377	human|NP_060405.4
rattlesnake|crovir-protein-4376	human|NP_060405.4
rattlesnake|crovir-protein-4375	human|NP_000935.1
rattlesnake|crovir-protein-4374	human|NP_057326.2
rattlesnake|crovir-protein-4373	human|NP_002097.1
rattlesnake|crovir-protein-4372	human|NP_001026893.1
rattlesnake|crovir-protein-4371	human|NP_660287.1
rattlesnake|crovir-protein-5586	human|NP_066001.1
rattlesnake|crovir-protein-4379	human|XP_024309835.1
rattlesnake|crovir-protein-4378	human|XP_024309952.1
rattlesnake|crovir-protein-11992	human|NP_001193922.1
rattlesnake|crovir-protein-9820	human|XP_005264475.1
rattlesnake|crovir-protein-11990	human|NP_001339115.1
rattlesnake|crovir-protein-11991	human|NP_001290059.1
rattlesnake|crovir-protein-11996	human|NP_001317182.1
rattlesnake|crovir-protein-11997	human|NP_055869.1
rattlesnake|crovir-protein-11994	human|NP_647480.1
rattlesnake|crovir-protein-11995	human|NP_071941.1
rattlesnake|crovir-protein-11998	human|XP_011543206.1
rattlesnake|crovir-protein-11999	human|XP_011536213.1
rattlesnake|crovir-protein-9822	human|XP_011534830.1
rattlesnake|crovir-protein-2414	human|XP_005257152.2
rattlesnake|crovir-protein-9791	human|NP_113627.1
rattlesnake|crovir-protein-5931	human|NP_653302.2
rattlesnake|crovir-protein-2147	human|NP_001316055.1
rattlesnake|crovir-protein-9824	human|NP_065393.1
rattlesnake|crovir-protein-2144	human|NP_001275879.1
rattlesnake|crovir-protein-14419	human|NP_009146.2
rattlesnake|crovir-protein-16179	human|NP_000344.1
rattlesnake|crovir-protein-16178	human|NP_001025178.1
rattlesnake|crovir-protein-16175	human|NP_001164563.1
rattlesnake|crovir-protein-16174	human|NP_000799.1
rattlesnake|crovir-protein-16177	human|NP_001188481.1
rattlesnake|crovir-protein-16176	human|NP_115804.1
rattlesnake|crovir-protein-16171	human|NP_067628.1
rattlesnake|crovir-protein-16170	human|NP_005131.1
rattlesnake|crovir-protein-16173	human|NP_001131147.1
rattlesnake|crovir-protein-2411	human|NP_001028676.1
rattlesnake|crovir-protein-12078	human|NP_689725.2
rattlesnake|crovir-protein-12079	human|XP_024307987.1
rattlesnake|crovir-protein-4111	human|XP_024306826.1
rattlesnake|crovir-protein-4110	human|NP_001306115.1
rattlesnake|crovir-protein-4117	human|NP_057419.4
rattlesnake|crovir-protein-8718	human|NP_000610.2
rattlesnake|crovir-protein-4115	human|XP_006724997.1
rattlesnake|crovir-protein-4114	human|NP_004164.2
rattlesnake|crovir-protein-12070	human|NP_113676.2
rattlesnake|crovir-protein-12071	human|NP_003207.1
rattlesnake|crovir-protein-8717	human|XP_005246247.1
rattlesnake|crovir-protein-12073	human|NP_006349.1
rattlesnake|crovir-protein-12074	human|NP_003923.2
rattlesnake|crovir-protein-12075	human|NP_071381.1
rattlesnake|crovir-protein-8713	human|NP_001269633.1
rattlesnake|crovir-protein-12077	human|NP_689725.2
rattlesnake|crovir-protein-3417	human|XP_024308651.1
rattlesnake|crovir-protein-3416	human|NP_001011717.1
rattlesnake|crovir-protein-15672	human|NP_001273677.1
rattlesnake|crovir-protein-3415	human|NP_076970.1
rattlesnake|crovir-protein-10048	human|NP_001333875.1
rattlesnake|crovir-protein-994	human|XP_011540705.1
rattlesnake|crovir-protein-3413	human|NP_940863.3
rattlesnake|crovir-protein-3412	human|NP_004845.1
rattlesnake|crovir-protein-3943	human|NP_787050.6
rattlesnake|crovir-protein-15671	human|NP_079030.3
rattlesnake|crovir-protein-3410	human|NP_001254772.1
rattlesnake|crovir-protein-998	human|NP_001309783.1
rattlesnake|crovir-protein-8411	human|NP_078796.2
rattlesnake|crovir-protein-13395	human|XP_011531926.1
rattlesnake|crovir-protein-14414	human|NP_060939.3
rattlesnake|crovir-protein-13819	human|NP_001116325.1
rattlesnake|crovir-protein-13818	human|XP_006714818.1
rattlesnake|crovir-protein-15900	human|XP_005263415.1
rattlesnake|crovir-protein-16882	human|XP_011526362.1
rattlesnake|crovir-protein-17220	human|XP_024307683.1
rattlesnake|crovir-protein-12819	human|NP_004086.1
rattlesnake|crovir-protein-14416	human|XP_016879975.1
rattlesnake|crovir-protein-3302	human|NP_787125.1
rattlesnake|crovir-protein-13810	human|NP_056436.2
rattlesnake|crovir-protein-14526	human|XP_006719244.1
rattlesnake|crovir-protein-13813	human|XP_011535882.1
rattlesnake|crovir-protein-17221	human|NP_542189.1
rattlesnake|crovir-protein-15119	human|NP_001966.1
rattlesnake|crovir-protein-6849	human|NP_001139647.1
rattlesnake|crovir-protein-6848	human|NP_112578.2
rattlesnake|crovir-protein-401	human|NP_060897.3
rattlesnake|crovir-protein-6841	human|NP_006293.2
rattlesnake|crovir-protein-6840	human|NP_060631.2
rattlesnake|crovir-protein-6847	human|NP_015561.1
rattlesnake|crovir-protein-6846	human|NP_001017921.1
rattlesnake|crovir-protein-6845	human|NP_004163.3
rattlesnake|crovir-protein-6844	human|NP_004784.2
rattlesnake|crovir-protein-7130	human|XP_011534738.1
rattlesnake|crovir-protein-7131	human|NP_079108.3
rattlesnake|crovir-protein-7132	human|NP_000144.2
rattlesnake|crovir-protein-7133	human|NP_001078940.1
rattlesnake|crovir-protein-7134	human|NP_001275710.1
rattlesnake|crovir-protein-7135	human|NP_001078940.1
rattlesnake|crovir-protein-7136	human|NP_001073883.2
rattlesnake|crovir-protein-7137	human|NP_004746.2
rattlesnake|crovir-protein-7138	human|NP_001095838.1
rattlesnake|crovir-protein-7139	human|NP_001007024.1
rattlesnake|crovir-protein-9642	human|XP_011513043.1
rattlesnake|crovir-protein-14021	human|NP_000797.2
rattlesnake|crovir-protein-844	human|NP_005413.2
rattlesnake|crovir-protein-14023	human|NP_944493.2
rattlesnake|crovir-protein-14022	human|NP_944493.2
rattlesnake|crovir-protein-14025	human|NP_004051.1
rattlesnake|crovir-protein-14024	human|NP_660309.1
rattlesnake|crovir-protein-10229	human|XP_016871641.1
rattlesnake|crovir-protein-14026	human|NP_001136028.1
rattlesnake|crovir-protein-14029	human|NP_068711.1
rattlesnake|crovir-protein-14028	human|NP_068711.1
rattlesnake|crovir-protein-10225	human|NP_116165.1
rattlesnake|crovir-protein-10224	human|XP_011537442.1
rattlesnake|crovir-protein-10223	human|XP_011537442.1
rattlesnake|crovir-protein-10222	human|NP_057196.2
rattlesnake|crovir-protein-10221	human|NP_001275996.1
rattlesnake|crovir-protein-10220	human|NP_776170.2
rattlesnake|crovir-protein-11274	human|NP_000128.1
rattlesnake|crovir-protein-13039	human|NP_001076438.1
rattlesnake|crovir-protein-13038	human|NP_001922.2
rattlesnake|crovir-protein-13037	human|XP_005271650.1
rattlesnake|crovir-protein-13036	human|NP_001308454.1
rattlesnake|crovir-protein-13035	human|XP_024304355.1
rattlesnake|crovir-protein-13034	human|NP_001265268.1
rattlesnake|crovir-protein-13033	human|XP_016860959.1
rattlesnake|crovir-protein-13032	human|NP_001245319.1
rattlesnake|crovir-protein-13031	human|NP_001159449.1
rattlesnake|crovir-protein-841	human|NP_001092305.1
rattlesnake|crovir-protein-11271	human|NP_067037.1
rattlesnake|crovir-protein-16493	human|NP_689579.3
rattlesnake|crovir-protein-17224	human|XP_011519052.1
rattlesnake|crovir-protein-6664	human|NP_060727.2
rattlesnake|crovir-protein-1412	human|NP_005076.3
rattlesnake|crovir-protein-3233	human|NP_001035982.1
rattlesnake|crovir-protein-3720	human|NP_001177.1
rattlesnake|crovir-protein-3723	human|NP_008969.2
rattlesnake|crovir-protein-3722	human|NP_001027582.1
rattlesnake|crovir-protein-3237	human|NP_000084.3
rattlesnake|crovir-protein-3724	human|NP_008919.3
rattlesnake|crovir-protein-3727	human|NP_001257337.1
rattlesnake|crovir-protein-3726	human|NP_001184226.1
rattlesnake|crovir-protein-3729	human|NP_116023.2
rattlesnake|crovir-protein-3728	human|NP_542984.2
rattlesnake|crovir-protein-3239	human|NP_982354.1
rattlesnake|crovir-protein-3238	human|NP_982354.1
rattlesnake|crovir-protein-16777	human|XP_011517323.1
rattlesnake|crovir-protein-16776	human|XP_006717383.1
rattlesnake|crovir-protein-16775	human|NP_001028216.1
rattlesnake|crovir-protein-16774	human|XP_016859298.1
rattlesnake|crovir-protein-16773	human|NP_056271.3
rattlesnake|crovir-protein-16772	human|NP_000709.1
rattlesnake|crovir-protein-16771	human|XP_011517323.1
rattlesnake|crovir-protein-16770	human|NP_852607.3
rattlesnake|crovir-protein-16779	human|XP_016859298.1
rattlesnake|crovir-protein-15964	human|NP_061137.1
rattlesnake|crovir-protein-16596	human|NP_001395.1
rattlesnake|crovir-protein-6269	human|NP_940849.1
rattlesnake|crovir-protein-6268	human|NP_061108.2
rattlesnake|crovir-protein-6267	human|XP_006711275.1
rattlesnake|crovir-protein-6266	human|NP_000528.1
rattlesnake|crovir-protein-6265	human|NP_005677.2
rattlesnake|crovir-protein-6264	human|NP_001306167.1
rattlesnake|crovir-protein-6263	human|NP_001675.3
rattlesnake|crovir-protein-6262	human|NP_002014.2
rattlesnake|crovir-protein-6261	human|NP_002716.1
rattlesnake|crovir-protein-6260	human|NP_003456.1
rattlesnake|crovir-protein-11170	human|NP_055445.2
rattlesnake|crovir-protein-11171	human|NP_054799.4
rattlesnake|crovir-protein-11172	human|NP_001186189.1
rattlesnake|crovir-protein-11173	human|NP_001263193.1
rattlesnake|crovir-protein-11174	human|NP_003095.2
rattlesnake|crovir-protein-11175	human|XP_005272294.1
rattlesnake|crovir-protein-11176	human|XP_011508493.1
rattlesnake|crovir-protein-11177	human|NP_057216.2
rattlesnake|crovir-protein-11178	human|NP_001154829.1
