"Crovir_ID","Crovir_ProtID","HumanID"
"crovir-transcript-9547","crovir-protein-9547","XP_011531155.1"
"crovir-transcript-9549","crovir-protein-9549","NP_001132960.1"
"crovir-transcript-9550","crovir-protein-9550","NP_055160.2"
"crovir-transcript-9548","crovir-protein-9548","XP_016866934.1"
"crovir-transcript-9551","crovir-protein-9551","NP_055160.2"
"crovir-transcript-9511","crovir-protein-9511","XP_005249365.1"
"crovir-transcript-9506","crovir-protein-9506","NP_001139488.1"
"crovir-transcript-9515","crovir-protein-9515","NP_001012992.1"
"crovir-transcript-9509","crovir-protein-9509","NP_056203.2"
"crovir-transcript-9504","crovir-protein-9504","NP_976035.1"
"crovir-transcript-9512","crovir-protein-9512","NP_065801.1"
"crovir-transcript-9508","crovir-protein-9508","NP_006493.1"
"crovir-transcript-9513","crovir-protein-9513","NP_061969.3"
"crovir-transcript-9505","crovir-protein-9505","NP_001003690.1"
"crovir-transcript-9514","crovir-protein-9514","NP_000111.1"
"crovir-transcript-9507","crovir-protein-9507","XP_005248958.1"
"crovir-transcript-9510","crovir-protein-9510","XP_006715197.1"
"crovir-transcript-9439","crovir-protein-9439","NP_001020537.2"
"crovir-transcript-9477","crovir-protein-9477","NP_001305699.1"
"crovir-transcript-9476","crovir-protein-9476","XP_005249268.1"
"crovir-transcript-9475","crovir-protein-9475","NP_001185797.1"
"crovir-transcript-9536","crovir-protein-9536","XP_016877788.1"
"crovir-transcript-9537","crovir-protein-9537","XP_011512643.1"
"crovir-transcript-9535","crovir-protein-9535","NP_001258898.1"
"crovir-transcript-9538","crovir-protein-9538","NP_835361.1"
"crovir-transcript-9539","crovir-protein-9539","NP_004547.2"
"crovir-transcript-9534","crovir-protein-9534","NP_056483.3"
"crovir-transcript-9474","crovir-protein-9474","NP_065796.1"
"crovir-transcript-9471","crovir-protein-9471","NP_003949.1"
"crovir-transcript-9472","crovir-protein-9472","NP_055865.1"
"crovir-transcript-9473","crovir-protein-9473","NP_612502.1"
"crovir-transcript-9470","crovir-protein-9470","NP_068762.1"
"crovir-transcript-9498","crovir-protein-9498","NP_001092742.1"
"crovir-transcript-9497","crovir-protein-9497","NP_001092742.1"
"crovir-transcript-9496","crovir-protein-9496","NP_006699.2"
"crovir-transcript-9543","crovir-protein-9543","NP_001193856.1"
"crovir-transcript-9544","crovir-protein-9544","NP_060792.1"
"crovir-transcript-9518","crovir-protein-9518","NP_003731.1"
"crovir-transcript-9517","crovir-protein-9517","XP_005248961.1"
"crovir-transcript-9532","crovir-protein-9532","XP_006715102.3"
"crovir-transcript-9533","crovir-protein-9533","NP_001345459.1"
"crovir-transcript-9503","crovir-protein-9503","NP_001269658.1"
"crovir-transcript-9528","crovir-protein-9528","NP_060628.2"
"crovir-transcript-9529","crovir-protein-9529",NA
"crovir-transcript-9531","crovir-protein-9531","NP_004882.1"
"crovir-transcript-9530","crovir-protein-9530","NP_071411.1"
"crovir-transcript-9523","crovir-protein-9523","NP_001316043.1"
"crovir-transcript-9522","crovir-protein-9522","NP_001316043.1"
"crovir-transcript-9521","crovir-protein-9521","NP_001316043.1"
"crovir-transcript-9524","crovir-protein-9524","XP_006712039.1"
"crovir-transcript-9574","crovir-protein-9574","XP_011530891.1"
"crovir-transcript-9577","crovir-protein-9577","NP_002700.1"
"crovir-transcript-9578","crovir-protein-9578","NP_060380.3"
"crovir-transcript-9573","crovir-protein-9573","NP_055946.1"
"crovir-transcript-9576","crovir-protein-9576","NP_954974.2"
"crovir-transcript-9545","crovir-protein-9545","NP_001274456.1"
"crovir-transcript-9527","crovir-protein-9527","NP_001120871.1"
"crovir-transcript-9526","crovir-protein-9526","XP_016880913.1"
"crovir-transcript-9525","crovir-protein-9525","XP_016860548.1"
"crovir-transcript-9552","crovir-protein-9552","NP_872357.2"
"crovir-transcript-9553","crovir-protein-9553","XP_016866694.1"
"crovir-transcript-9554","crovir-protein-9554","NP_001304824.1"
"crovir-transcript-9579","crovir-protein-9579","XP_016860395.1"
"crovir-transcript-9557","crovir-protein-9557","NP_000370.2"
"crovir-transcript-9587","crovir-protein-9587","XP_011542608.1"
"crovir-transcript-9589","crovir-protein-9589","NP_064632.2"
"crovir-transcript-9588","crovir-protein-9588","NP_000438.2"
"crovir-transcript-9561","crovir-protein-9561","NP_002212.3"
"crovir-transcript-9560","crovir-protein-9560","NP_001609.2"
"crovir-transcript-9559","crovir-protein-9559","NP_073572.2"
"crovir-transcript-9567","crovir-protein-9567","NP_002098.1"
"crovir-transcript-9562","crovir-protein-9562","NP_689821.3"
"crovir-transcript-9563","crovir-protein-9563","NP_055513.2"
"crovir-transcript-9568","crovir-protein-9568","NP_000111.1"
"crovir-transcript-9566","crovir-protein-9566","NP_003124.1"
"crovir-transcript-9627","crovir-protein-9627","XP_024304073.1"
"crovir-transcript-9628","crovir-protein-9628","NP_002287.2"
"crovir-transcript-9598","crovir-protein-9598","NP_079436.4"
"crovir-transcript-9604","crovir-protein-9604","NP_054903.1"
"crovir-transcript-9599","crovir-protein-9599","XP_016856867.1"
"crovir-transcript-9600","crovir-protein-9600","NP_003667.1"
"crovir-transcript-9601","crovir-protein-9601","NP_055991.1"
"crovir-transcript-9590","crovir-protein-9590","NP_001026855.2"
"crovir-transcript-9593","crovir-protein-9593","NP_001739.2"
"crovir-transcript-9592","crovir-protein-9592","NP_001739.2"
"crovir-transcript-9591","crovir-protein-9591","XP_016857072.1"
"crovir-transcript-9584","crovir-protein-9584","NP_116279.2"
"crovir-transcript-9586","crovir-protein-9586","XP_011507514.1"
"crovir-transcript-9581","crovir-protein-9581","NP_073742.2"
"crovir-transcript-9585","crovir-protein-9585","NP_001310991.1"
"crovir-transcript-9583","crovir-protein-9583","NP_001188465.1"
"crovir-transcript-9555","crovir-protein-9555","NP_009138.1"
"crovir-transcript-9597","crovir-protein-9597","NP_068777.1"
"crovir-transcript-9595","crovir-protein-9595","NP_001304267.1"
"crovir-transcript-9594","crovir-protein-9594","NP_078985.3"
"crovir-transcript-9596","crovir-protein-9596","NP_001273053.1"
"crovir-transcript-9610","crovir-protein-9610","NP_036546.2"
"crovir-transcript-9613","crovir-protein-9613","NP_060530.3"
"crovir-transcript-9608","crovir-protein-9608","XP_005273055.1"
"crovir-transcript-9609","crovir-protein-9609","NP_004437.2"
"crovir-transcript-9611","crovir-protein-9611","NP_061183.2"
"crovir-transcript-9569","crovir-protein-9569","NP_001337557.1"
"crovir-transcript-9571","crovir-protein-9571","NP_001129071.1"
"crovir-transcript-9570","crovir-protein-9570","NP_001129071.1"
"crovir-transcript-9607","crovir-protein-9607","NP_620151.1"
"crovir-transcript-9606","crovir-protein-9606","XP_011507991.1"
"crovir-transcript-9619","crovir-protein-9619","XP_011507567.1"
"crovir-transcript-9654","crovir-protein-9654","NP_996816.2"
"crovir-transcript-9657","crovir-protein-9657","NP_057205.2"
"crovir-transcript-9621","crovir-protein-9621",NA
"crovir-transcript-9614","crovir-protein-9614","NP_005392.2"
"crovir-transcript-9615","crovir-protein-9615","NP_064582.2"
"crovir-transcript-9618","crovir-protein-9618","NP_036556.2"
"crovir-transcript-9617","crovir-protein-9617","NP_036556.2"
"crovir-transcript-9616","crovir-protein-9616","NP_653168.2"
"crovir-transcript-9653","crovir-protein-9653","NP_001287985.1"
"crovir-transcript-9648","crovir-protein-9648","NP_001019772.1"
"crovir-transcript-9652","crovir-protein-9652","NP_054772.1"
"crovir-transcript-9651","crovir-protein-9651","NP_001139643.1"
"crovir-transcript-9647","crovir-protein-9647","NP_056286.3"
"crovir-transcript-9645","crovir-protein-9645","NP_006390.1"
"crovir-transcript-9649","crovir-protein-9649","NP_001025458.1"
"crovir-transcript-9650","crovir-protein-9650","NP_037481.1"
"crovir-transcript-9646","crovir-protein-9646","XP_011508019.1"
"crovir-transcript-9675","crovir-protein-9675","NP_006234.1"
"crovir-transcript-9674","crovir-protein-9674","NP_057532.3"
"crovir-transcript-9670","crovir-protein-9670","XP_011507698.1"
"crovir-transcript-9673","crovir-protein-9673","XP_005273419.1"
"crovir-transcript-9672","crovir-protein-9672","NP_002488.1"
"crovir-transcript-9671","crovir-protein-9671","NP_067017.2"
"crovir-transcript-9638","crovir-protein-9638",NA
"crovir-transcript-9637","crovir-protein-9637","XP_011508259.1"
"crovir-transcript-9636","crovir-protein-9636","XP_016857247.1"
"crovir-transcript-9625","crovir-protein-9625","XP_016857215.1"
"crovir-transcript-9624","crovir-protein-9624","XP_016857215.1"
"crovir-transcript-9640","crovir-protein-9640","NP_062551.1"
"crovir-transcript-9639","crovir-protein-9639","XP_006711325.1"
"crovir-transcript-9644","crovir-protein-9644","XP_006711325.1"
"crovir-transcript-9643","crovir-protein-9643","NP_055203.4"
"crovir-transcript-9641","crovir-protein-9641","XP_011513026.1"
"crovir-transcript-9642","crovir-protein-9642","XP_011513043.1"
"crovir-transcript-9662","crovir-protein-9662","XP_011512740.2"
"crovir-transcript-9663","crovir-protein-9663","NP_001305748.1"
"crovir-transcript-9626","crovir-protein-9626","NP_612379.2"
"crovir-transcript-9660","crovir-protein-9660","XP_005264324.1"
"crovir-transcript-9659","crovir-protein-9659","XP_005264324.1"
"crovir-transcript-9631","crovir-protein-9631","NP_055824.1"
"crovir-transcript-9630","crovir-protein-9630","NP_001305965.1"
"crovir-transcript-9632","crovir-protein-9632","NP_579875.1"
"crovir-transcript-9689","crovir-protein-9689","NP_001317371.1"
"crovir-transcript-9690","crovir-protein-9690","XP_024308542.1"
"crovir-transcript-9686","crovir-protein-9686","NP_008818.3"
"crovir-transcript-9685","crovir-protein-9685","NP_001077422.1"
"crovir-transcript-9682","crovir-protein-9682","NP_742066.2"
"crovir-transcript-9683","crovir-protein-9683","NP_001335842.1"
"crovir-transcript-9684","crovir-protein-9684","NP_573566.2"
"crovir-transcript-9681","crovir-protein-9681","XP_016859884.1"
"crovir-transcript-9678","crovir-protein-9678","XP_016859884.1"
"crovir-transcript-9676","crovir-protein-9676","NP_000332.2"
"crovir-transcript-9679","crovir-protein-9679","NP_001165074.1"
"crovir-transcript-9677","crovir-protein-9677","NP_079042.1"
"crovir-transcript-9664","crovir-protein-9664","NP_079042.1"
"crovir-transcript-9665","crovir-protein-9665","NP_060549.4"
"crovir-transcript-9666","crovir-protein-9666","NP_060549.4"
"crovir-transcript-9669","crovir-protein-9669","NP_003603.1"
"crovir-transcript-9668","crovir-protein-9668","NP_005391.1"
"crovir-transcript-9667","crovir-protein-9667","XP_011531000.1"
"crovir-transcript-9696","crovir-protein-9696","NP_001138523.1"
"crovir-transcript-9691","crovir-protein-9691","NP_036381.2"
"crovir-transcript-9692","crovir-protein-9692","NP_054890.1"
"crovir-transcript-9695","crovir-protein-9695","NP_000152.1"
"crovir-transcript-9697","crovir-protein-9697","NP_001164977.1"
"crovir-transcript-9698","crovir-protein-9698","NP_001275880.1"
"crovir-transcript-9699","crovir-protein-9699","NP_001157033.1"
"crovir-transcript-9701","crovir-protein-9701","NP_001292553.1"
"crovir-transcript-9723","crovir-protein-9723","XP_016866853.1"
"crovir-transcript-9725","crovir-protein-9725","XP_011512724.1"
"crovir-transcript-9722","crovir-protein-9722","NP_003122.1"
"crovir-transcript-9724","crovir-protein-9724","NP_001257327.1"
"crovir-transcript-9726","crovir-protein-9726","NP_057071.2"
"crovir-transcript-9704","crovir-protein-9704","NP_001123579.1"
"crovir-transcript-9702","crovir-protein-9702","NP_057034.2"
"crovir-transcript-9703","crovir-protein-9703","XP_016867022.1"
"crovir-transcript-9705","crovir-protein-9705","NP_060496.2"
"crovir-transcript-9731","crovir-protein-9731","NP_149103.1"
"crovir-transcript-9732","crovir-protein-9732","XP_016873026.1"
"crovir-transcript-9729","crovir-protein-9729","XP_024302088.1"
"crovir-transcript-9728","crovir-protein-9728","XP_005249178.1"
"crovir-transcript-9730","crovir-protein-9730","NP_006236.1"
"crovir-transcript-9738","crovir-protein-9738","NP_000278.3"
"crovir-transcript-9739","crovir-protein-9739","NP_061833.1"
"crovir-transcript-9744","crovir-protein-9744","NP_001305771.1"
"crovir-transcript-9746","crovir-protein-9746",NA
"crovir-transcript-9743","crovir-protein-9743","NP_001269701.1"
"crovir-transcript-9740","crovir-protein-9740","NP_714923.1"
"crovir-transcript-9742","crovir-protein-9742","NP_940983.2"
"crovir-transcript-9741","crovir-protein-9741","XP_011508887.1"
"crovir-transcript-9745","crovir-protein-9745","NP_006334.2"
"crovir-transcript-9706","crovir-protein-9706","XP_011509935.1"
"crovir-transcript-9713","crovir-protein-9713","XP_005263607.1"
"crovir-transcript-9710","crovir-protein-9710","NP_004327.1"
"crovir-transcript-9714","crovir-protein-9714","NP_620714.2"
"crovir-transcript-9711","crovir-protein-9711","XP_006712614.1"
"crovir-transcript-9712","crovir-protein-9712","NP_005425.1"
"crovir-transcript-9708","crovir-protein-9708","NP_114108.1"
"crovir-transcript-9707","crovir-protein-9707","XP_016860234.1"
"crovir-transcript-9765","crovir-protein-9765","NP_079540.2"
"crovir-transcript-9773","crovir-protein-9773","NP_689603.2"
"crovir-transcript-9768","crovir-protein-9768","NP_006566.2"
"crovir-transcript-9766","crovir-protein-9766","NP_005624.2"
"crovir-transcript-9771","crovir-protein-9771","NP_001138923.2"
"crovir-transcript-9772","crovir-protein-9772","NP_001138922.1"
"crovir-transcript-9769","crovir-protein-9769","NP_945314.1"
"crovir-transcript-9774","crovir-protein-9774","NP_079051.9"
"crovir-transcript-9767","crovir-protein-9767","NP_001026854.1"
"crovir-transcript-9770","crovir-protein-9770","NP_620156.1"
"crovir-transcript-9777","crovir-protein-9777","XP_005264696.2"
"crovir-transcript-9775","crovir-protein-9775","NP_001317392.1"
"crovir-transcript-9781","crovir-protein-9781","NP_055555.1"
"crovir-transcript-9776","crovir-protein-9776","XP_011527488.1"
"crovir-transcript-9779","crovir-protein-9779","NP_066545.3"
"crovir-transcript-9778","crovir-protein-9778","NP_056415.1"
"crovir-transcript-9780","crovir-protein-9780","NP_002853.2"
"crovir-transcript-9782","crovir-protein-9782","NP_001238.2"
"crovir-transcript-9755","crovir-protein-9755","NP_115890.2"
"crovir-transcript-9753","crovir-protein-9753","NP_065392.1"
"crovir-transcript-9756","crovir-protein-9756","NP_002345.2"
"crovir-transcript-9757","crovir-protein-9757","XP_005264389.2"
"crovir-transcript-9733","crovir-protein-9733","XP_024308587.1"
"crovir-transcript-9736","crovir-protein-9736","XP_005264629.1"
"crovir-transcript-9718","crovir-protein-9718","NP_002149.2"
"crovir-transcript-9719","crovir-protein-9719","NP_001129101.1"
"crovir-transcript-9720","crovir-protein-9720","NP_001185524.1"
"crovir-transcript-9721","crovir-protein-9721","NP_001129131.1"
"crovir-transcript-9716","crovir-protein-9716","NP_001129131.1"
"crovir-transcript-9752","crovir-protein-9752","NP_001093859.1"
"crovir-transcript-9750","crovir-protein-9750","NP_057416.1"
"crovir-transcript-9751","crovir-protein-9751","XP_011529874.1"
"crovir-transcript-9747","crovir-protein-9747","NP_001129131.1"
"crovir-transcript-9785","crovir-protein-9785","NP_001229831.1"
"crovir-transcript-9786","crovir-protein-9786","NP_057199.1"
"crovir-transcript-9787","crovir-protein-9787","NP_001157637.1"
"crovir-transcript-9784","crovir-protein-9784","NP_001008708.1"
"crovir-transcript-9783","crovir-protein-9783","XP_024308560.1"
"crovir-transcript-9764","crovir-protein-9764","XP_011531007.1"
"crovir-transcript-9823","crovir-protein-9823","NP_003119.2"
"crovir-transcript-9824","crovir-protein-9824","NP_065393.1"
"crovir-transcript-9821","crovir-protein-9821","NP_001005369.1"
"crovir-transcript-9816","crovir-protein-9816","NP_001129064.1"
"crovir-transcript-9814","crovir-protein-9814",NA
"crovir-transcript-9820","crovir-protein-9820","XP_005264475.1"
"crovir-transcript-9815","crovir-protein-9815","NP_001269690.1"
"crovir-transcript-9817","crovir-protein-9817","NP_001116436.2"
"crovir-transcript-9819","crovir-protein-9819","NP_149100.2"
"crovir-transcript-9818","crovir-protein-9818","XP_005264262.1"
"crovir-transcript-9762","crovir-protein-9762",NA
"crovir-transcript-9800","crovir-protein-9800","NP_003391.1"
"crovir-transcript-9799","crovir-protein-9799","NP_001123952.1"
"crovir-transcript-9759","crovir-protein-9759",NA
"crovir-transcript-9760","crovir-protein-9760","NP_075044.2"
"crovir-transcript-9790","crovir-protein-9790","NP_075044.2"
"crovir-transcript-9789","crovir-protein-9789","NP_075045.2"
"crovir-transcript-9788","crovir-protein-9788","NP_002899.1"
"crovir-transcript-9811","crovir-protein-9811","NP_001309052.1"
"crovir-transcript-9808","crovir-protein-9808","NP_002609.1"
"crovir-transcript-9809","crovir-protein-9809","NP_001123465.1"
"crovir-transcript-9810","crovir-protein-9810","NP_055524.3"
"crovir-transcript-9832","crovir-protein-9832","NP_001899.1"
"crovir-transcript-9837","crovir-protein-9837","NP_001274679.1"
"crovir-transcript-9834","crovir-protein-9834","NP_001129218.1"
"crovir-transcript-9838","crovir-protein-9838","XP_011542126.1"
"crovir-transcript-9797","crovir-protein-9797",NA
"crovir-transcript-9798","crovir-protein-9798","NP_056273.2"
"crovir-transcript-9794","crovir-protein-9794","NP_060354.4"
"crovir-transcript-9791","crovir-protein-9791","NP_113627.1"
"crovir-transcript-9804","crovir-protein-9804","NP_940866.2"
"crovir-transcript-9803","crovir-protein-9803","NP_733821.1"
"crovir-transcript-9830","crovir-protein-9830","XP_011542759.1"
"crovir-transcript-9831","crovir-protein-9831","NP_001311312.1"
